Zona;Factura;Fecha;Cod;Cliente;Código;Producto;Cant;Costo unitario;Valor bruto;Descuento;Valor a pagar
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FAZ;NOVOKOR FAN. AZUL D/D -A- 18;32;765,26;24488,33;0,00;24488,33
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FGN;NOVOKOR FAN. GRANIT D/D -A- 18;96;2659,51;255313,06;0,00;255313,06
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FGN;NOVOKOR FAN. GRANIT D/D -A- 18;112;2652,82;297115,93;0,00;297115,93
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FGR;NOVOKOR FAN. GRIS D/D -A- 18;32;653,29;20905,41;0,00;20905,41
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FGR;NOVOKOR FAN. GRIS D/D -A- 18;64;1306,59;83621,64;0,00;83621,64
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FGR;NOVOKOR FAN. GRIS D/D -A- 18;160;4003,48;640557,57;0,00;640557,57
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FHC;NOVOKOR FAN. HAYA CATEDRAL;64;1572,38;100632,33;0,00;100632,33
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FHC;NOVOKOR FAN. HAYA CATEDRAL;128;3658,98;468349,42;0,00;468349,42
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FMA;NOVOKOR FAN. MAPLE  D/D -A- 18;64;1737,20;111180,51;0,00;111180,51
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FMA;NOVOKOR FAN. MAPLE  D/D -A- 18;64;1511,00;96703,77;0,00;96703,77
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181FPE;NOVOKOR FAN. PERAL D/D -A- 18;128;3574,76;457569,73;0,00;457569,73
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181MCC;NOVOKOR MAD.CER.CAT D/D -A- 18;96;2737,37;262787,97;0,00;262787,97
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181MCC;NOVOKOR MAD.CER.CAT D/D -A- 18;112;2677,69;299901,70;0,00;299901,70
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181MCC;NOVOKOR MAD.CER.CAT D/D -A- 18;160;3825,28;612044,29;0,00;612044,29
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708181MNN;NOVOKOR MAD. NOGALN D/D -A- 18;54;1304,13;70423,21;0,00;70423,21
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KA708251FGR;NOVOKOR FAN. GRIS D/D -A- 25;25;611,49;15287,37;0,00;15287,37
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708061FCA;NOVOKOR FAN. CHAM. AMA. D/D -A;83;1471,81;122160,02;0,00;122160,02
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708061FHA;NOVOKOR FAN. HAYA D/D -A;83;1687,73;140081,89;0,00;140081,89
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708061MCE;NOVOKOR MAD. CEREZO D/D -A- 06;83;1737,30;144195,73;0,00;144195,73
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708065FBB;NOVOKOR FAN. BALANC B/B -A- 06;42;469,82;19732,60;0,00;19732,60
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708065FBB;NOVOKOR FAN. BALANC B/B -A- 06;83;1187,98;98602,12;0,00;98602,12
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FCA;NOVOKOR FAN. CHAM. AMA. D/D -A;152;3561,03;541276,58;0,00;541276,58
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FGT;NOVOKOR FAN. GRAFIT D/D -A- 15;38;983,76;37382,98;0,00;37382,98
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FHA;NOVOKOR FAN. HAYA  D/D -A- 15;38;853,84;32446,02;0,00;32446,02
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FHA;NOVOKOR FAN. HAYA  D/D -A- 15;57;1280,76;73003,54;0,00;73003,54
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FHA;NOVOKOR FAN. HAYA  D/D -A- 15;76;2022,99;153747,59;0,00;153747,59
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FNE;NOVOKOR FAN. NEGRO D/D -A- 15;76;1399,60;106369,78;0,00;106369,78
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151FNE;NOVOKOR FAN. NEGRO D/D -A- 15;114;2505,22;285595,29;0,00;285595,29
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151MCE;NOVOKOR MAD. CEREZO D/D -A- 15;38;989,43;37598,16;0,00;37598,16
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151MNN;NOVOKOR MAD.N.NOGAL D/D -A- 15;76;1949,68;148175,71;0,00;148175,71
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151MRO;NOVOKOR MAD. ROBLE D/D -A- 15;38;820,68;31185,98;0,00;31185,98
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708151MSA;NOVOKOR MAD. SAPELL D/D -A- 15;38;998,88;37957,37;0,00;37957,37
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708155FBB;NOVOKOR FAN. BALANC B/B -A- 15;76;1250,08;95005,84;0,00;95005,84
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708155FBB;NOVOKOR FAN. BALANC B/B -A- 15;114;2280,93;260026,44;0,00;260026,44
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FBN;NOVOKOR FAN. NORDIC D/D -A- 18;64;1755,79;112370,48;0,00;112370,48
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FCA;NOVOKOR FAN. CHAM. AMA. D/D -A;224;5861,17;1312902,21;0,00;1312902,21
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FCA;NOVOKOR FAN. CHAM. AMA. D/D -A;384;8278,89;3179092,38;0,00;3179092,38
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FCA;NOVOKOR FAN. CHAM. AMA. D/D -A;864;18627,49;16094155,16;0,00;16094155,16
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FCH;NOVOKOR FAN. CHAMPA D/D -A- 18;128;3203,58;410058,10;0,00;410058,10
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FGT;NOVOKOR FAN. GRAFIT D/D -A- 18;96;2691,61;258394,52;0,00;258394,52
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FGT;NOVOKOR FAN. GRAFIT D/D -A- 18;128;3074,59;393547,94;0,00;393547,94
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FGT;NOVOKOR FAN. GRAFIT D/D -A- 18;192;4611,89;885482,86;0,00;885482,86
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FHA;NOVOKOR FAN. HAYA  D/D -A- 18;128;3092,62;395855,79;0,00;395855,79
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FHA;NOVOKOR FAN. HAYA  D/D -A- 18;160;3865,78;618524,67;0,00;618524,67
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FHA;NOVOKOR FAN. HAYA  D/D -A- 18;192;5317,53;1020966,17;0,00;1020966,17
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FNE;NOVOKOR FAN. NEGRO D/D -A- 18;192;4631,95;889334,42;0,00;889334,42
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FNE;NOVOKOR FAN. NEGRO D/D -A- 18;192;3860,62;741239,19;0,00;741239,19
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181FNE;NOVOKOR FAN. NEGRO D/D -A- 18;576;11581,86;6671152,74;0,00;6671152,74
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MCE;NOVOKOR MAD. CEREZO D/D -A- 18;64;1546,83;98997,37;0,00;98997,37
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MCE;NOVOKOR MAD. CEREZO D/D -A- 18;288;8117,75;2337911,01;0,00;2337911,01
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MNN;NOVOKOR MAD. NOGALN D/D -A- 18;42;998,99;41957,55;0,00;41957,55
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MNN;NOVOKOR MAD. NOGALN D/D -A- 18;64;1779,38;113880,27;0,00;113880,27
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MRO;NOVOKOR MAD. ROBLE D/D -A- 18;96;2677,91;257079,03;0,00;257079,03
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MSA;NOVOKOR MAD. SAPELL D/D -A- 18;192;4575,18;878433,73;0,00;878433,73
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MSA;NOVOKOR MAD. SAPELL D/D -A- 18;352;8387,82;2952513,37;0,00;2952513,37
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181MSA;NOVOKOR MAD. SAPELL D/D -A- 18;608;17288,71;10511536,31;0,00;10511536,31
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181VNE;NOVOKOR VETE. NEGRO D/D -A- 18;32;643,44;20589,98;0,00;20589,98
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708181VNE;NOVOKOR VETE. NEGRO D/D -A- 18;32;643,44;20589,98;0,00;20589,98
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708183FCH;NOVOKOR FAN. CHAMPAN D/ -A- 18;32;557,31;17834,07;0,00;17834,07
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708185FBB;NOVOKOR FAN. BALANC B/B -A- 18;448;8126,70;3640762,53;0,00;3640762,53
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708185FBB;NOVOKOR FAN. BALANC B/B -A- 18;576;13101,87;7546676,43;0,00;7546676,43
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;KX708185FBB;NOVOKOR FAN. BALANC B/B -A- 18;1056;19155,80;20228522,43;0,00;20228522,43
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;KX708304FB/;NOVOKOR FAN. BALANCE B/ -A- 30;44;1290,38;56776,51;0,00;56776,51
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;KX708304FB/;NOVOKOR FAN. BALANCE B/ -A- 30;44;1002,53;44111,49;0,00;44111,49
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70804;"NOVOPLY ""A"" 7x08x04";354;2385,68;844530,84;0,00;844530,84
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70804;"NOVOPLY ""A"" 7x08x04";354;1576,53;558092,30;0,00;558092,30
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70804;"NOVOPLY ""A"" 7x08x04";531;2364,80;1255707,67;0,00;1255707,67
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70806;"NOVOPLY ""A"" 7x08x06";372;2055,93;764805,47;0,00;764805,47
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70806;"NOVOPLY ""A"" 7x08x06";372;2055,93;764805,47;0,00;764805,47
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70806;"NOVOPLY ""A"" 7x08x06";496;4052,52;2010051,59;0,00;2010051,59
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70808;"NOVOPLY ""A"" 7x08x08";89;629,18;55996,96;0,00;55996,96
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70808;"NOVOPLY ""A"" 7x08x08";178;1258,36;223987,82;0,00;223987,82
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70809;"NOVOPLY ""A"" 7x08x09";178;1908,33;339682,90;0,00;339682,90
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70809;"NOVOPLY ""A"" 7x08x09";178;1304,36;232175,28;0,00;232175,28
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70809;"NOVOPLY ""A"" 7x08x09";356;2608,71;928701,13;0,00;928701,13
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70812;"NOVOPLY ""A"" 7x08x12";340;4495,30;1528401,93;0,00;1528401,93
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70815;"NOVOPLY ""A"" 7x08x15";224;2423,06;542764,83;0,00;542764,83
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70815;"NOVOPLY ""A"" 7x08x15";224;3520,20;788525,88;0,00;788525,88
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70815;"NOVOPLY ""A"" 7x08x15";392;4240,35;1662217,29;0,00;1662217,29
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70818;"NOVOPLY ""A"" 7x08x18";196;2456,11;481397,04;0,00;481397,04
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70818;"NOVOPLY ""A"" 7x08x18";490;6140,27;3008731,52;0,00;3008731,52
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAL70818;"NOVOPLY ""A"" 7x08x18";539;9786,88;5275129,25;0,00;5275129,25
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;NAT70818;"NOVOPLY TROPICAL ""A"" 7X08X18";147;3653,78;537106,39;0,00;537106,39
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;NAT70818;"NOVOPLY TROPICAL ""A"" 7X08X18";196;4178,98;819079,83;0,00;819079,83
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;VX708065FBB;TROP. KOR FANT. BALANCE B/B -A;42;621,60;26107,06;0,00;26107,06
40;773;18/04/2005;25714;NOVOPAN PERU S.A.C.;VX708155FBB;TROP.KOR FAN. BALAN B/B -A- 15;38;930,67;35365,49;0,00;35365,49
40;772;11/04/2005;25714;NOVOPAN PERU S.A.C.;VX708185FBB;TROP.KOR FANT.BALANCE  B/B -A-;96;3032,38;291108,10;0,00;291108,10
40;774;22/04/2005;25714;NOVOPAN PERU S.A.C.;VX708185FBB;TROP.KOR FANT.BALANCE  B/B -A-;96;2590,17;248656,07;0,00;248656,07
10;26360;21/04/2005;11112;PROVEMADERA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";87;812,65;70700,29;136,24;70564,05
10;26360;21/04/2005;11112;PROVEMADERA S.A.;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";110;1569,42;172635,78;254,32;172381,46
10;26432;25/04/2005;11112;PROVEMADERA S.A.;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";110;1569,42;172635,78;254,32;172381,46
10;26430;25/04/2005;11112;PROVEMADERA S.A.;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";165;2354,12;388430,51;381,48;388049,03
10;26360;21/04/2005;11112;PROVEMADERA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";42;764,38;32103,78;123,44;31980,34
10;26432;25/04/2005;11112;PROVEMADERA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";84;1528,75;128415,11;246,88;128168,23
10;26430;25/04/2005;11112;PROVEMADERA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";126;2293,13;288933,99;370,31;288563,68
10;26361;21/04/2005;11112;PROVEMADERA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";68;1496,32;101749,78;242,28;101507,50
10;26400;22/04/2005;11112;PROVEMADERA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";204;4488,96;915748,01;726,85;915021,16
10;26431;25/04/2005;11112;PROVEMADERA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";204;4488,96;915748,01;726,85;915021,16
10;26431;25/04/2005;11112;PROVEMADERA S.A.;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";56;1479,69;82862,84;239,18;82623,67
10;26432;25/04/2005;11112;PROVEMADERA S.A.;MAL70825;"MDF ""A"" 7X8X25 LIVIANO";40;1476,46;59058,56;239,92;58818,64
10;26203;13/04/2005;11311;RECALDE JARRIN DIEGO;FDA708102HA;FIBROPANEL -BC- 10MM HAYA;90;3587,87;322908,53;493,11;322415,42
10;26366;21/04/2005;11333;REMODULARSA;0104020057;FILO NOGAL PVC 22 mm.;600;54,22;32533,20;7,80;32525,40
10;26366;21/04/2005;11333;REMODULARSA;0104020095;FILO MAPLE PVC 22 X 2 MM;900;232,28;209052,90;36,99;209015,91
10;25968;1/04/2005;11333;REMODULARSA;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;3;36,96;110,87;11,39;99,47
10;26128;8/04/2005;11333;REMODULARSA;H.109.49.915;TIRADOR ALU COL.PLATA 468X24MM;25;142,55;3563,75;26,87;3536,88
10;26128;8/04/2005;11333;REMODULARSA;H.316.51.526;PLACA DE MONTAJE 2 mm. SISTEMA;50;6,52;326,10;1,87;324,24
10;26128;8/04/2005;11333;REMODULARSA;H.361.47.805;BISAGRA PUERTO VIDRIO CLARONDA;10;32,19;321,90;6,07;315,83
10;26127;8/04/2005;11333;REMODULARSA;H.502.94.000;COBO D.BAS.P.ENCIMERA INOX 11L;1;112,20;112,20;21,14;91,06
10;26127;8/04/2005;11333;REMODULARSA;H.563.25.901;ESQUINA INTERIOR PLAST.COL.ALU;17500;122,50;2143750,00;22,75;2143727,25
10;26127;8/04/2005;11333;REMODULARSA;H.563.25.910;HERR.UNION ANG.NIQ 1500X500MM;8;6,33;50,62;1,19;49,43
10;26127;8/04/2005;11333;REMODULARSA;H.563.25.911;ECKVERBIND.TUER MAX 2200X600MM;8;10,03;80,26;1,89;78,36
10;26128;8/04/2005;11333;REMODULARSA;H.563.25.920;PERFIL CONT.TABLERO PLAS.TRA;17500;35,00;612500,00;1,75;612498,25
10;26128;8/04/2005;11333;REMODULARSA;H.563.25.931;PERFIL DECORAC. PLAST.COL.PLAT;17500;35,00;612500,00;3,50;612496,50
10;26128;8/04/2005;11333;REMODULARSA;H.563.25.940;BIS.ESPEC.P.PERFIL D MARCO M18;12;25,30;303,55;4,77;298,79
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.908;PERFIL CONEXION CONT. PA. ALU/;5;32,43;162,15;6,11;156,04
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.953;ESQUI.INTER. 135GR. COLOR ALUM;2;1,88;3,76;0,35;3,41
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.962;CUBIERTA EXTREMA ALUMINIO DCHA;2;0,93;1,86;0,18;1,68
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.971;CUBIERTA EXTREMA ALUMINIO IZQ.;2;0,93;1,86;0,18;1,68
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.980;ESQUINA INTERIOR PLAST.COL.ALU;2;1,47;2,94;0,28;2,66
10;26127;8/04/2005;11333;REMODULARSA;H.712.53.999;ESQUINA INTERIOR PLAST.COL.ALU;2;1,68;3,36;0,32;3,04
10;26127;8/04/2005;11333;REMODULARSA;H.756.01.937;LISTON DE JUNTAS ML PLAT. 600M;4;26,28;105,12;4,95;100,17
10;26127;8/04/2005;11333;REMODULARSA;H.756.02.943;LISTON DE. JUNTA ALU.PLAT.600M;4;35,12;140,46;6,62;133,84
10;26128;8/04/2005;11333;REMODULARSA;H.826.77.903;LEUCHTABLAR SILB 13WW/600MM;2;301,14;602,28;56,77;545,51
10;26128;8/04/2005;11333;REMODULARSA;H.827.13.913;EB-LEUCHTE ALU.SILB. 13W/860MM;3;421,20;1263,60;79,40;1184,20
10;26128;8/04/2005;11333;REMODULARSA;H.831.03.930;LEUCHTE KKL SILB. 3-ER;1;308,40;308,40;58,13;250,27
10;25968;1/04/2005;11333;REMODULARSA;KA708064FB/;NOVOKOR FAN. BALANCE B/ -A- 06;3;27,67;83,00;9,13;73,87
10;26298;18/04/2005;11313;REMODULARSA S.A. / MOVAL;H.262.09.350;PERNO MINIFIX EXPANS B34/8MM;4000;171,08;684320,00;27,60;684292,40
10;26298;18/04/2005;11313;REMODULARSA S.A. / MOVAL;H.262.26.237;CAJA MINIFIX 15 NATURAL 13MM;4000;189,28;757120,00;29,60;757090,40
10;26307;18/04/2005;11313;REMODULARSA S.A. / MOVAL;KA708064FB/;NOVOKOR FAN. BALANCE B/ -A- 06;20;184,46;3689,10;60,87;3628,23
10;26307;18/04/2005;11313;REMODULARSA S.A. / MOVAL;KA708155FBB;NOVOKOR FAN. BALANC B/B -A- 15;56;943,03;52809,49;264,91;52544,57
10;26307;18/04/2005;11313;REMODULARSA S.A. / MOVAL;NAT70815;"NOVOPLY TROPICAL ""A"" 7X08X15";7;129,08;903,58;31,74;871,84
10;26307;18/04/2005;11313;REMODULARSA S.A. / MOVAL;VA708155FBB;TROP.KOR FAN. BALAN B/B -A- 15;4;88,55;354,18;24,89;329,29
10;26393;22/04/2005;11103;SERVIMADERA;0104020041;FILO BLAN. MARQ. PVC 22mm;2300;145,18;333904,80;25,30;333879,50
10;25898;29/03/2005;11103;SERVIMADERA;0104020041;FILO BLAN. MARQ. PVC 22mm;2500;157,80;394500,00;27,50;394472,50
10;26191;12/04/2005;11103;SERVIMADERA;0104020041;FILO BLAN. MARQ. PVC 22mm;2500;157,80;394500,00;27,50;394472,50
10;25898;29/03/2005;11103;SERVIMADERA;0104020070;FILO BLAN. MARQ. PVC 22mm/ 2mm;150;27,04;4056,30;4,08;4052,22
10;25898;29/03/2005;11103;SERVIMADERA;0104020071;FILO NEGRO PVC 22mm/ 2mm.;77;9,69;746,34;2,09;744,25
10;25908;30/03/2005;11103;SERVIMADERA;0104020071;FILO NEGRO PVC 22mm/ 2mm.;77;9,69;746,34;2,09;744,25
10;26104;7/04/2005;11103;SERVIMADERA;0104020075;FILO SAPELLY PVC 22 mm.;300;25,75;7725,60;3,90;7721,70
10;26104;7/04/2005;11103;SERVIMADERA;0104020076;FILO CEREZO PVC 22 mm.;220;20,14;4430,05;2,86;4427,19
10;25898;29/03/2005;11103;SERVIMADERA;0104020083;FILO ALMENDRA PVC 22mm/0.45mm.;300;15,86;4756,50;3,30;4753,20
10;25898;29/03/2005;11103;SERVIMADERA;0104020089;FILO HAYA PVC 22 mm/2mm..;150;41,00;6150,60;6,17;6144,44
10;26037;6/04/2005;11103;SERVIMADERA;0104020089;FILO HAYA PVC 22 mm/2mm..;1050;287,03;301379,40;43,16;301336,25
10;26407;22/04/2005;11103;SERVIMADERA;0104020101;FILO PVC  BLANCO 19 X 2 MM;300;51,56;15468,30;7,77;15460,53
10;26037;6/04/2005;11103;SERVIMADERA;0104020101;FILO PVC  BLANCO 19 X 2 MM;450;77,34;34803,68;11,66;34792,02
10;26362;21/04/2005;11103;SERVIMADERA;0104020108;FILO PVC NEBULA 22X0.45;900;77,72;69943,50;11,70;69931,80
10;26362;21/04/2005;11103;SERVIMADERA;0104020113;FILO PERAL PVC 22MM X 0.45;300;72,00;21600,00;3,90;21596,10
10;26102;7/04/2005;11103;SERVIMADERA;FA708061FHA;NOVOFOIL FAN. HAYA. D/D -A- 06;5;77,34;386,69;25,29;361,40
10;26036;6/04/2005;11103;SERVIMADERA;FA708061LGR;NOVOFOIL LISO GRIS D/D -A- 06;5;78,94;394,68;22,61;372,07
10;26401;22/04/2005;11103;SERVIMADERA;FA708063FBF;NOVOFOIL F.BLANCO FINO;20;187,62;3752,48;68,63;3683,85
10;25877;28/03/2005;11103;SERVIMADERA;FA708063FCE;NOVOFOIL FAN. CEREZO D/ -A- 06;10;110,95;1109,47;31,35;1078,12
10;25877;28/03/2005;11103;SERVIMADERA;FA708091FHA;NOVOFOIL FAN. HAYA D/D -A- 09;15;259,03;3885,50;80,18;3805,33
10;26036;6/04/2005;11103;SERVIMADERA;FA708151FCE;NOVOFOIL FAN. CEREZ D/D -A- 15;5;102,92;514,59;26,18;488,41
10;26150;11/04/2005;11103;SERVIMADERA;FA708151FCE;NOVOFOIL FAN. CEREZ D/D -A- 15;5;123,66;618,31;26,18;592,13
10;26035;6/04/2005;11103;SERVIMADERA;FA708151FHA;NOVOFOIL FAN. HAYA D/D -A- 15;2;41,46;82,92;11,98;70,94
10;26036;6/04/2005;11103;SERVIMADERA;FA708151FHA;NOVOFOIL FAN. HAYA D/D -A- 15;5;103,65;518,25;29,94;488,31
10;25877;28/03/2005;11103;SERVIMADERA;FA708151FNN;NOVOFOIL FAN. NOGALN D/D -A-;10;202,65;2026,54;50,46;1976,08
10;26425;25/04/2005;11103;SERVIMADERA;FA708151FNN;NOVOFOIL FAN. NOGALN D/D -A-;10;202,65;2026,54;50,46;1976,08
10;25905;30/03/2005;11103;SERVIMADERA;FA708153FCE;NOVOFOIL FAN. CEREZO D/ -A- 15;40;654,27;26170,86;177,58;25993,29
10;26150;11/04/2005;11103;SERVIMADERA;FA708153FNN;NOVOFOIL FAN. NOGALN D/ -A- 15;10;203,46;2034,65;43,50;1991,15
10;25877;28/03/2005;11103;SERVIMADERA;FA708153FSA;NOVOFOIL FANT. SAPELLY  D/ -A-;5;87,90;439,52;23,99;415,53
10;25548;31/03/2005;11103;SERVIMADERA;H.015.31.326;TORN.HOSPA PL.GALV 3X13MM;10000;32,10;321000,00;6,00;320994,00
10;25909;30/03/2005;11103;SERVIMADERA;H.045.23.700;CAPFIX AUTOADHESIVO BLANCO;719;18,77;13492,68;2,66;13490,02
10;26038;6/04/2005;11103;SERVIMADERA;H.264.37.196;CONFIRMAT GALVANIZADO 5X50MM;2000;27,74;55480,00;4,60;55475,40
10;26104;7/04/2005;11103;SERVIMADERA;H.264.37.196;CONFIRMAT GALVANIZADO 5X50MM;4000;55,48;221920,00;9,20;221910,80
10;26145;11/04/2005;11103;SERVIMADERA;H.356.21.420;TOPETRANSPARENTE;10000;184,20;1842000,00;28,00;1841972,00
10;26038;6/04/2005;11103;SERVIMADERA;H.420.59.925;RIEL MINI TECLADO SLIDE COMPUT;250;183,02;45755,00;33,00;45722,00
10;26188;12/04/2005;11103;SERVIMADERA;JA708125FBB;FIBRAKOR FAN. BALAN B/B -A- 12;7;173,13;1211,94;27,85;1184,09
10;26188;12/04/2005;11103;SERVIMADERA;JA708151FHA;FIBRAKOR FAN. HAYA D/D -A- 15;1;34,13;34,13;5,40;28,73
10;26033;6/04/2005;11103;SERVIMADERA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;10;257,01;2570,08;42,62;2527,46
10;26150;11/04/2005;11103;SERVIMADERA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;20;514,02;10280,31;85,24;10195,07
10;25877;28/03/2005;11103;SERVIMADERA;JA708184FB/;FIBRAKOR FAN. BALANC B/ -A- 18;10;301,19;3011,92;51,04;2960,88
10;26035;6/04/2005;11103;SERVIMADERA;JA708253FNE;FIBRAKOR FAN -NEGRO  D/ -A- 25;2;83,04;166,07;14,97;151,10
10;26033;6/04/2005;11103;SERVIMADERA;JA708253FNE;FIBRAKOR FAN -NEGRO  D/ -A- 25;3;124,55;373,66;22,46;351,21
10;25877;28/03/2005;11103;SERVIMADERA;KA708061FAZ;NOVOKOR FAN. AZUL D/D -A- 06;5;84,80;424,02;26,80;397,21
